reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8d7a2e01-96d5-4429-b957-a15090085c32,Meissa Katia,https://play-lh.googleusercontent.com/a/ACg8ocLkDJZFDUxz79lB1j0Rsol08LK2O9HXhldMfYXxtZAm=mo,"Aplikasinya berat, sering muter² pas dibuka, terus pas udah kebuka cuma layar putih kosong di bagian pict saat akan melihat pict suatu produk. Padahal sinyal saya bagus, buat buka apk lain bagus dan lancar² aja. Saya jg selalu update apk nya",3,5816,3.06.12,2023-08-02 05:12:03,"Hi kak, maaf ya atas kendalanya. Terkait kendala aplikasi Shopee kamu, Mimin saranin untuk memperbarui aplikasi Shopee kamu, pastiin jaringan internet stabil, clear cache, logout lalu login kmbali, coba secara berkala dlm wkt 1x24 jam . klo masih terkendala jgn ragu untuk chat mimin via DM Twitter @ShopeeCare ya. Terima kasih 🙏🏻^QB",2023-08-02 06:33:54,3.06.12
4dcdd4a8-44d9-4145-b124-997fcfb7d82b,Muhammad Ridlwan,https://play-lh.googleusercontent.com/a-/ALV-UjWwLlDupGgSXx0abGFXCdoETPSuCLEBDeZ6xi3cRfEA4w,"shopee dipusat bantuan sering tidak bisa dibuka sepertinya shofee lah yang mengarahkan harga saler yang tepat, hanya saja saya sangat menghawatirkan adanya penipuan yang pernah saya alami karena barang yang saya pesan tidak sesuai dengan kenyataannya, sehingga timbul rasa ketidak nyamanan apakah dari pengantar atau selernya atau tokonya, maaf shofee sekarang sistem pembayaran ribet harus nabung dulu di indomaret tidak seperti semula langsung transaksi di indomaret, kecewa",5,9,3.09.10,2023-10-01 09:47:08,wahhh mimin bahagia bgt dikasih bintang 5 semoga kakak betah belanja terus di shopee yaa. happy shopping 😊 ^UB,2022-08-03 16:57:28,3.09.10
b96fa0f7-c039-4fc2-9f60-a62d8938d32b,Aw Awad,https://play-lh.googleusercontent.com/a/ACg8ocKqJ1W5Q2k-UWnMZ_9bmEOds9a3EYFsIXWpLX_NUIel=mo,"Sekarang aplikasi nya super berat padahal spek hp tinggi dan lelet banget sangat mengganggu di saat mau centang untuk chekout harus beberapa kali tap layar dan ini sangat mengesalkan, untuk depelover harap di perbaiki kinerja aplikasi nya agar kembali nyaman saat di gunakan.",1,4226,3.05.11,2023-08-02 05:51:07,"Hi kak, maaf ya buat resah, terkait kendala aplikasi yg lama. Mimin saranin kmu utk pastiin aplikasi udh terupdate, jaringan stabil, lakukan clear cache dan logout serta login kembali secara berkala ya kak. Mohon hubungi mimin dgn memberikan screenshot review ini melalui Live Chat atau DM ke socmed kita @Shopee_id/@Shopeecare ya.",2023-08-02 06:11:21,3.05.11
307a4643-db61-4ddc-b0fa-e013c070b078,Ask,https://play-lh.googleusercontent.com/a/ACg8ocKiwSXR3Gl3MDSbW4COxE9H3qAcT3nq0y6Ch1-Rpo-I=mo,"shopee video nya banyak bug, BTW Ngebung (keseringan banget) hampir setiap buka ngebug, diantaranya 1.. suara antar video bertumpuk .. 2.suara patah ² _3... Sering keluar sendiri ketika terjadi perubahan jam contoh saya buka shopee video di jam 11:50 dan di jam 12:00 Keluar sendiri ( terlalu sering terjadi ) bikin kesel bet dah",2,6,3.09.20,2023-10-01 13:11:04,"Hai ka maaf ya buat kamu gak nyaman terkait kendalanya, aku saranin kakak bisa melakukan clear cache diaplikasi Shopee, coba logout lalu login kembali & bisa coba berkala. apabila masih berkendala Mohon hubungi kami dengan memberikan screenshot review ini melalui Live Chat atau DM ke Social Media kita @Shopee_id / @Shopeecare ya terimakasih 🙏^VV",2023-09-28 00:40:06,3.09.20
f2f9a459-5371-4fe9-bbeb-2702489642b8,AmN,https://play-lh.googleusercontent.com/a-/ALV-UjVrjnRCmaGjmlGXCrinK_NYiqQl9jfd-loExZNpbLRYh34,"Harus makin hati2 di aplikasi ini. Klik2 sengaja dibuat menjebak. Heran saya dengan developer yang suka gimmick, dari segi fungsi dan fitur tak ada perubahan, tetapi loading dan efek justru tidak mengasikkan. Suka sekali sih dengan efek-efek ya.. bukannya kalau update itu bikin makin cepat, makin mudah, makin ringan dan makin menyenangkan",1,1337,3.08.08,2023-09-04 15:24:58,"Hi kak, mohon maaf terkait kendalanya. Mimin bantu infoin kk bisa melakukan Clear Cache, Logout dan Login kembali & pastikan jaringan stabil, cek secara berkala 1x24 jam atau kk bs mendownload Aplikasi Shopee Lite ya. Jk msh berkendala bs lampirkan SS review ini via Live Chat atau DM ke Social Media kita @Shopee_id / @Shopeecare ya. Stay Safe🙏^HV",2023-08-16 15:38:18,3.08.08
8983826d-4945-4bf8-9958-6a4cb8c18e8c,Sri Lanjari,https://play-lh.googleusercontent.com/a/ACg8ocLwrSOoEA_6RblRhSTvwgrdwElwMBOqPtlvS-YMfUAZ=mo,"Saya kurangi bintang nya, kenapa? 1. Ekspedisi sekarang nggak bs di pilih kayak dulu lg dan pengiriman nya lebih lambat dr biasanya. 2. Sekarang tidak bs di filter pengiriman dari luar negeri. 3. nggak ada pilihan kategori lg di bagian tengahnya, jd kalau mau nyari sesuatu harus manual nulis sendiri 😒 4. Untuk kategori pakaian pilihan pakaian nggak kayak dulu, dulu bagus² sekarang kebanyakan muncul nota live atau apalah itu Intinya Shoppe sekarang sistem nya SO BAD 👎🏻🥴",2,1081,3.06.11,2023-07-29 23:55:24,,,3.06.11
1f10ef6d-f494-4a6c-9be1-8f5d38c94a91,khairiel anwar,https://play-lh.googleusercontent.com/a-/ALV-UjVOKgqNAyVp0qfz2kKUTM9gTwkDxb9n4AQKc-yMEzpNHA,"maaf bintang saya kurangi, soalnya aplikasinya sangat bermasalah..!! yaitu sangat lemot, tidak bisa buka gambar produk yang ingin dibeli, cuman muter-muter melulu.. padahal jaringan saya sangat bagus untuk kecepatannya. hp pun juga memadai untuk saat ini, hp saya sony xperia 1 CPU SNAPDRAGON 855 RAM 6GB ROM 128GB memakai data seluler atau wifi pun tidak ada perbedaan, tetap lemooot parah. padahal aplikasi selalu update! dimohon diperbaiki supaya tidak terjadi masalah bagi pengguna aplikasi ini.",2,1182,3.07.09,2023-08-26 11:21:45,,,3.07.09
3ad790a4-519a-4157-9e65-82c88912d245,Chan Haruma,https://play-lh.googleusercontent.com/a-/ALV-UjW7sNpr2DHIFPOUIcMpVpp19dqwRRDcBjDnw_1rof05oG_y,"Notifikasi sering sangat lambat pesanan masuk tgl berapa munculnya baru setelah dua hari lewat padahal sudah di cek setiap hari. Mohon di perbaiki, memperburuk citra toko padahal memang tidak ada notifikasi ataupun pesan yang muncul perihal pesanan.",2,898,3.05.09,2023-07-16 17:31:33,"Hai kak maaf ya ats kendalanya. terkait kendala notifikasi pesanan tdk muncul, Jika mengalami masalah saat menerima notifikasi/pemberitahuan dari aplikasi Shopee atau Shopee Lite, hal itu mungkin disebabkan oleh pengaturan akses / izin untuk aplikasi Shopee dan Shopee Lite di perangkat seluler kakak. Detailnya bsa colek mimin di DM IG @Shopee_ID^hg",2023-07-16 18:17:36,3.05.09
77e88f95-faa7-4183-bfca-fa4923dfbb8f,Setiawati,https://play-lh.googleusercontent.com/a-/ALV-UjWlg630nh562Hxk6pgPZBejzhBH1Rxv8ClYcTxT9k0ieSw,"Ini kenapa yaa abis di update malah ga bisa di buka, muat ulang muat ulang teruss, kalo ga di bilang kendala jaringan. Padahal jaringan lancar banget. Sampe coba hapus apk nya terus download lagi malah ga bisa login. Ini cache juga tiap hari di beresin.",1,1245,3.05.08,2023-07-13 22:01:29,,,3.05.08
1954898f-1413-4034-bf09-c967799ed2d8,Lia Yulia,https://play-lh.googleusercontent.com/a/ACg8ocLa3-O0DeQSx9oLZm4L6LrbKvC-3xVYftsUXlVuyvR_dg=mo,"Suka sih dg shopee,byk gratis ongkir cm sy agak kecewa ketika ingin mengembalikan brg yg rusak/elektronik yg ga berfungsi ,susah dan lama dan akhirnya sy beli brg yg ga terpakai walau harga ga seberapa,dan utk kurir ada jg yg ga ramah,tlg ya ditingkatkan lg pelayanannya. Kecewa lagi , saya order instan karna bnr2 butuh secepatnya, pesanan instan itu max 2 jam tapi sy tunggu smpai mlm ga ada, chat penjual ga respon, dibatalin ga bisa.. brg dtg besok sore , itu namanya bkn instan",4,2,3.09.20,2023-10-02 10:02:02,"Hi Kak lia, maaf kendalanya, terkait proses pemgembalian barang, pastikan kakak sudah mengikuti langkah pengembalian ya kak, selengkapnya di link https://help.shopee.co.id/s/article/General-Pengembalian-Barang-dan-Dana kl ada yg mau ditanya bs hub mimin lagi yaaaa, stay safe ^PC",2021-11-24 11:45:38,3.09.20
db10cde8-1237-437a-8cc6-2a21aaa67a5c,Duri Riau,https://play-lh.googleusercontent.com/a/ACg8ocKqD5_dJ0WB71t8hTSu5pCEQ6IxeL56uSO_UVY1goyk=mo,Lelet banget.error harus pakai wifi! Apa apa an .itu pun tetap lelet. Padahal jaringan biasa full bagus Oke lah. Cuma biaya penanganan nya 10.000. Untuk belanja 200 an. Tambah lagi ada biaya apa itu 1000 . Kalau bisa di kurangi lah,3,1143,3.05.08,2023-07-14 05:17:05,,,3.05.08
9b89ddbc-caec-4462-9eb1-65a3aa1b9c02,Auliah Rachel,https://play-lh.googleusercontent.com/a-/ALV-UjXcQETjYRh0qfM8Is6HDmdMW1_YOUUXdGWnEBm288v6Afg,"Pengalaman yang sangat buruk dimana aplikasi tdk bisa di gunakan dengan lancar. Jelek, padahal jaringan bagus, penyimpanan hp kosong tapi ttep lelet. Dev nya ga bertanggung jawab. Mana apknya makan storage banyak. Unwortit banget",1,1107,3.07.09,2023-08-28 18:04:05,"Hi kak, maaf udah bikin km ga nyaman, mengenai kendala aplikasi, mimin saranin km buat pastiin udah update aplikasi, Clear Cache pd aplikasi Shopee, Log out serta Log in kembali, dan bisa coba secara berkala 1x24 jam, jk msih terkendala bisa kirim SS review ini via Live Chat atau DM Sosmed kita @Shopee_id / @Shopeecare ya.^II",2023-08-28 19:40:25,3.07.09
1644c2e5-767e-4f21-b6d6-63f9bd174110,Salsa Putra,https://play-lh.googleusercontent.com/a-/ALV-UjUPniRDjMsFikln9AyMG4z35J_xcnJyzQvWIfNPEXeaVJY,"Setiap bulan update sampai dua kali keterangannya meningkatkan peforma aplikasi tapi kenyataannya peforma aplkikasi tak ada yang berubah, peformanya tetap buruk sekali. Kalau alasannya dari jaringan tapi aplikasi yang lain yang filenya lebih besar bisa berjalan stabil tanpa ada kendala. Tapi aplikasi shopee kadang bikin emosi akibat buruknya peforma aplikasi.",1,101,3.08.12,2023-09-08 17:41:34,,,3.08.12
285c8e8e-b3ff-4db6-bde0-8ce7b9a743e3,Neng Siska Apriliani,https://play-lh.googleusercontent.com/a-/ALV-UjULN8hy9SifcLsXnppdlrFu2Iq-FPEe3V5HmyVkPEsY-Co,"Aplikasi sangat buruk! Lelet, lemot, selalu loading. Padahal jaringan saya sangat bagus, aplikasi sudah update juga, penyimpanan masih banyak, sampah shopee sering dibersihkan atau chace sering dibersihkn. Sekelas perusahaan shopee kan sudah besar yaa, tapi aplikasinya sangat jelek beda kaya e-commerce sebelah!",1,1261,3.05.08,2023-07-13 17:24:02,,,3.05.08
4b16c4f2-b2f7-4ad2-9f6a-2de014187e4f,Kurnia Syamdani,https://play-lh.googleusercontent.com/a-/ALV-UjXl9pigW9pccCOVylh-QCLuBa3UedyE5KjWmB6ree6-81U,"setelah diupdate malah jadi error masalah koneksi jaringan.. padahal kuota internet masih banyak, sinyal penuh, kapasitas RAM device juga sangat lega.. kan aneh.. dan yang lebih tidak jelas lagi itu ada shopee video..",1,1035,3.05.08,2023-07-14 19:02:48,,,3.05.08
d85f161c-cefd-43d3-b897-c9a2fce85bfb,Meyllynda Wijaya,https://play-lh.googleusercontent.com/a/ACg8ocJeOA0ZxedEkd_Syn-zE6RMvGPMCXuw1uBM_5-Dc9Yd=mo,"Bisa ga sih pihak shopee menampilkan nomor kurir yang sedang mengantarkan paket buat dihubungin, Udah dua kali pesanan saya jadi gagal krn kurir tidak ada menelpon juga, jadi barang yg saya pesan dipulangkan lagi ke toko asalnya,, ini skrg saya lagi menunggu , seharusnya semalam sampe tapi gagal lagi gatau krn apa, gda dihubungi juga oleh kurirnya.. Kalau ada nomornya kan kita jadi bisa tau kapan jamnya, bisa tau atur jamnya bakal dtg jam berapa atau posisinya dia lagi dimana..",3,2,3.08.12,2023-10-02 07:00:13,"Hi Kak. Maaf bgt ya Kak bikin km khawatir terkait kendala kakak . agar mimin bisa bantu. mimin saranin kakak bisa infoin untuk tangkapan layar kendala dan username. melalui DM ke Social Media kita @Shopee_ID yang bercentang biru yaa kak, sehat selalu 😊^IR",2023-10-02 08:13:34,3.08.12
467f11b1-249c-4169-b7db-1350b58b5c8e,Ewi Andrea,https://play-lh.googleusercontent.com/a-/ALV-UjWafmRnn8KB2VC-Nbidimt7tJj2vj1XQyfXDSZujljpj4PB,"Terlalu mengganggu iklannya . Aplikasi sering error. Makin buruk aplikasinya. Bagaimana memperhatikan iklan anda jika iklan tersebut selalu interupsi percakapan orang yang lagi telp, benar benar menjengkelkan.",1,1256,3.07.09,2023-08-18 13:54:15,"Hi kak, maaf. Iklan Shopee ditujukan utk mjd pengingat promo terbaru kak. Terkait kndl aplikasimu pastikan sudah perbarui apk Shopee ke versi terbaru, kamu bisa melakukan clear cache, jk msh berkendala km bs hub mimin di Live Chat pd aplikasi/DM ke Social Media @Shopee_id / @ShopeeCare dg melampiran ss review ini. Stay safe🙏^UY",2023-08-18 13:48:35,3.07.09
